,event_id,timestamp,subject_id,session_index,plane,setup,task,block,trial_index,stim_type,headpose_offset_azi,headpose_offset_ele,stim_filename,stim_level,mgb_level,fluctuation,speaker_id,speaker_proc,speaker_chan,stim_azi,stim_ele,stim_dist,resp_azi,resp_ele,resp_dist,reaction_time
0,,2024-07-26 15:17:19,sub_119,3,distance,cathedral,localisation_accuracy,1,0,pinknoise,,,pinknoise_1.wav,89.12151552565602,30,-0.25550471878027725,4,RX81,5,0.0,0.0,6.0,0,0,5.199413489736071,4.937165021896362
0,,2024-07-26 15:17:24,sub_119,3,distance,cathedral,localisation_accuracy,1,1,pinknoise,,,pinknoise_7.wav,92.26475099127902,30,0.3658200783777067,9,RX81,10,0.0,0.0,11.0,0,0,7.03225806451613,3.24975848197937
0,,2024-07-26 15:17:28,sub_119,3,distance,cathedral,localisation_accuracy,1,2,pinknoise,,,pinknoise_1.wav,87.78342424786737,30,0.3098844367576127,2,RX81,3,0.0,0.0,4.0,0,0,5.0527859237536665,2.999760389328003
0,,2024-07-26 15:17:31,sub_119,3,distance,cathedral,localisation_accuracy,1,3,pinknoise,,,pinknoise_3.wav,92.06444221767657,30,0.06951872725521069,8,RX81,9,0.0,0.0,10.0,0,0,8.146627565982405,2.4372916221618652
0,,2024-07-26 15:17:35,sub_119,3,distance,cathedral,localisation_accuracy,1,4,pinknoise,,,pinknoise_3.wav,93.2744738754156,30,0.388313610284716,10,RX81,11,0.0,0.0,12.0,0,0,9.891495601173022,1.96856689453125
0,,2024-07-26 15:17:38,sub_119,3,distance,cathedral,localisation_accuracy,1,5,pinknoise,,,pinknoise_9.wav,86.4495973801364,30,0.3617262192369729,1,RX81,2,0.0,0.0,3.0,0,0,5.47800586510264,1.7654540538787842
0,,2024-07-26 15:17:42,sub_119,3,distance,cathedral,localisation_accuracy,1,6,pinknoise,,,pinknoise_1.wav,84.31456327015076,30,-0.127891844710323,0,RX81,1,0.0,0.0,2.0,0,0,6.167155425219942,2.9685115814208984
0,,2024-07-26 15:17:45,sub_119,3,distance,cathedral,localisation_accuracy,1,7,pinknoise,,,pinknoise_6.wav,89.49528040780683,30,0.4971440311496931,3,RX81,4,0.0,0.0,5.0,0,0,7.67741935483871,2.2810699939727783
0,,2024-07-26 15:17:48,sub_119,3,distance,cathedral,localisation_accuracy,1,8,pinknoise,,,pinknoise_6.wav,90.4553283446393,30,0.16319486989952559,5,RX81,6,0.0,0.0,7.0,0,0,9.803519061583579,1.8591971397399902
0,,2024-07-26 15:17:51,sub_119,3,distance,cathedral,localisation_accuracy,1,9,pinknoise,,,pinknoise_2.wav,92.06690550578375,30,0.4575595286849574,7,RX81,8,0.0,0.0,9.0,0,0,10.258064516129034,1.8748254776000977
0,,2024-07-26 15:17:54,sub_119,3,distance,cathedral,localisation_accuracy,1,10,pinknoise,,,pinknoise_0.wav,91.50657851228785,30,-0.11714465275697206,6,RX81,7,0.0,0.0,8.0,0,0,10.741935483870968,2.140454053878784
0,,2024-07-26 15:17:58,sub_119,3,distance,cathedral,localisation_accuracy,1,11,pinknoise,,,pinknoise_7.wav,84.36433214063152,30,-0.0541332636220786,0,RX81,1,0.0,0.0,2.0,0,0,3.513196480938417,2.202993631362915
