,event_id,timestamp,subject_id,session_index,plane,setup,task,block,trial_index,stim_type,headpose_offset_azi,headpose_offset_ele,stim_filename,stim_level,mgb_level,fluctuation,speaker_id,speaker_proc,speaker_chan,stim_azi,stim_ele,stim_dist,resp_azi,resp_ele,resp_dist,reaction_time
0,,2024-07-15 10:17:41,sub_106,3,distance,cathedral,localisation_accuracy,1,0,babble,,,babble-reversed_n13_p229-one-p318-nine-p256-four-p284-eight-p268-five-p245-two.wav,92.26954612271606,30,0.37264417204234723,9,RX81,10,0.0,0.0,11.0,0,0,9.114369501466276,10.894711017608643
0,,2024-07-15 10:17:45,sub_106,3,distance,cathedral,localisation_accuracy,1,1,babble,,,babble-reversed_n13_p229-three-p256-nine-p318-five-p248-one-p245-eight-p284-two.wav,90.28935144359532,30,-0.07445510533040922,5,RX81,6,0.0,0.0,7.0,0,0,5.7272727272727275,2.8591740131378174
0,,2024-07-15 10:17:48,sub_106,3,distance,cathedral,localisation_accuracy,1,2,babble,,,babble-reversed_n13_p229-three-p256-nine-p318-five-p248-one-p245-eight-p284-two.wav,86.34206938589949,30,0.20291256445156414,1,RX81,2,0.0,0.0,3.0,0,0,4.085043988269795,2.126039505004883
0,,2024-07-15 10:17:52,sub_106,3,distance,cathedral,localisation_accuracy,1,3,babble,,,babble-reversed_n13_p318-nine-p256-five-p307-eight-p268-three-p248-one-p245-four.wav,84.17125053586193,30,-0.3392713211798408,0,RX81,1,0.0,0.0,2.0,0,0,5.580645161290323,2.7038495540618896
0,,2024-07-15 10:17:55,sub_106,3,distance,cathedral,localisation_accuracy,1,4,babble,,,babble-reversed_n13_p229-one-p318-eight-p256-three-p268-nine-p248-five-p284-four.wav,89.17764329400777,30,-0.18110344892325048,4,RX81,5,0.0,0.0,6.0,0,0,9.8475073313783,2.390393018722534
0,,2024-07-15 10:17:58,sub_106,3,distance,cathedral,localisation_accuracy,1,5,babble,,,babble-reversed_n13_p307-two-p256-four-p318-three-p284-eight-p248-five-p245-nine.wav,91.92309028482364,30,-0.12994445307246794,8,RX81,9,0.0,0.0,10.0,0,0,11.137829912023461,1.9998135566711426
0,,2024-07-15 10:18:01,sub_106,3,distance,cathedral,localisation_accuracy,1,6,babble,,,babble-reversed_n13_p256-eight-p318-five-p307-four-p245-three-p268-one-p284-nine.wav,89.01756695882172,30,-0.18679040361543964,3,RX81,4,0.0,0.0,5.0,0,0,11.10850439882698,1.521463394165039
0,,2024-07-15 10:18:03,sub_106,3,distance,cathedral,localisation_accuracy,1,7,babble,,,babble-reversed_n13_p256-eight-p318-five-p307-four-p245-three-p268-one-p284-nine.wav,91.74496113995892,30,0.009341872918502858,7,RX81,8,0.0,0.0,9.0,0,0,11.10850439882698,1.2967188358306885
0,,2024-07-15 10:18:07,sub_106,3,distance,cathedral,localisation_accuracy,1,8,babble,,,babble-reversed_n13_p307-four-p318-three-p256-eight-p284-two-p245-nine-p248-five.wav,87.82257422467794,30,0.3672079044449207,2,RX81,3,0.0,0.0,4.0,0,0,8.821114369501467,2.858112335205078
0,,2024-07-15 10:18:11,sub_106,3,distance,cathedral,localisation_accuracy,1,9,babble,,,babble-reversed_n13_p229-two-p307-five-p318-four-p284-one-p248-nine-p268-eight.wav,91.42260485187589,30,-0.23613183192119713,6,RX81,7,0.0,0.0,8.0,0,0,9.686217008797655,2.5087475776672363
