,event_id,timestamp,subject_id,session_index,plane,setup,task,block,trial_index,stim_type,headpose_offset_azi,headpose_offset_ele,stim_filename,stim_level,mgb_level,fluctuation,speaker_id,speaker_proc,speaker_chan,stim_azi,stim_ele,stim_dist,resp_azi,resp_ele,resp_dist,reaction_time
0,,2024-07-30 15:10:31,sub_115,3,distance,cathedral,localisation_accuracy,1,0,pinknoise,,,pinknoise_3.wav,92.03620826701854,30,0.41453502621707805,7,RX81,8,0.0,0.0,9.0,0,0,9.700879765395895,5.231187582015991
0,,2024-07-30 15:10:36,sub_115,3,distance,cathedral,localisation_accuracy,1,1,pinknoise,,,pinknoise_6.wav,90.00841541883008,30,-0.4724474529224938,5,RX81,6,0.0,0.0,7.0,0,0,7.941348973607038,4.000570297241211
0,,2024-07-30 15:10:42,sub_115,3,distance,cathedral,localisation_accuracy,1,2,pinknoise,,,pinknoise_5.wav,91.75628003167795,30,-0.3491667481780518,9,RX81,10,0.0,0.0,11.0,0,0,11.035190615835777,4.6090922355651855
0,,2024-07-30 15:10:47,sub_115,3,distance,cathedral,localisation_accuracy,1,3,pinknoise,,,pinknoise_1.wav,87.66269911617657,30,0.13379889648335253,2,RX81,3,0.0,0.0,4.0,0,0,6.2404692082111435,4.2662482261657715
0,,2024-07-30 15:10:53,sub_115,3,distance,cathedral,localisation_accuracy,1,4,pinknoise,,,pinknoise_9.wav,93.22765937709532,30,0.32172066386210874,10,RX81,11,0.0,0.0,12.0,0,0,11.284457478005866,4.905791521072388
0,,2024-07-30 15:10:59,sub_115,3,distance,cathedral,localisation_accuracy,1,5,pinknoise,,,pinknoise_2.wav,91.59862657547296,30,0.013830170611072945,6,RX81,7,0.0,0.0,8.0,0,0,9.53958944281525,4.659127235412598
0,,2024-07-30 15:11:04,sub_115,3,distance,cathedral,localisation_accuracy,1,6,pinknoise,,,pinknoise_1.wav,86.24622663765784,30,0.06205778940683926,1,RX81,2,0.0,0.0,3.0,0,0,3.93841642228739,3.5309364795684814
0,,2024-07-30 15:11:08,sub_115,3,distance,cathedral,localisation_accuracy,1,7,pinknoise,,,pinknoise_7.wav,84.4483408983018,30,0.07078299459205195,0,RX81,1,0.0,0.0,2.0,0,0,3.1466275659824046,2.7653656005859375
0,,2024-07-30 15:11:12,sub_115,3,distance,cathedral,localisation_accuracy,1,8,pinknoise,,,pinknoise_9.wav,91.9360186959652,30,-0.11175614472216222,8,RX81,9,0.0,0.0,10.0,0,0,9.55425219941349,2.9514079093933105
0,,2024-07-30 15:11:18,sub_115,3,distance,cathedral,localisation_accuracy,1,9,pinknoise,,,pinknoise_8.wav,89.30281864229954,30,-0.014503774461186558,4,RX81,5,0.0,0.0,6.0,0,0,8.014662756598241,4.656816005706787
0,,2024-07-30 15:11:22,sub_115,3,distance,cathedral,localisation_accuracy,1,10,pinknoise,,,pinknoise_2.wav,88.893734154869,30,-0.36156249855183287,3,RX81,4,0.0,0.0,5.0,0,0,6.2404692082111435,3.577726125717163
0,,2024-07-30 15:11:28,sub_115,3,distance,cathedral,localisation_accuracy,1,11,pinknoise,,,pinknoise_5.wav,91.66437616030427,30,-0.10181424485223933,7,RX81,8,0.0,0.0,9.0,0,0,11.489736070381232,4.750632286071777
0,,2024-07-30 15:11:35,sub_115,3,distance,cathedral,localisation_accuracy,1,12,pinknoise,,,pinknoise_7.wav,90.20890251121307,30,-0.18896931140270823,5,RX81,6,0.0,0.0,7.0,0,0,9.363636363636365,5.3393874168396
0,,2024-07-30 15:11:39,sub_115,3,distance,cathedral,localisation_accuracy,1,13,pinknoise,,,pinknoise_7.wav,92.2710318472832,30,0.37475886188507135,9,RX81,10,0.0,0.0,11.0,0,0,11.489736070381232,3.4706218242645264
0,,2024-07-30 15:11:44,sub_115,3,distance,cathedral,localisation_accuracy,1,14,pinknoise,,,pinknoise_8.wav,89.04131345273652,30,-0.15315808413808352,3,RX81,4,0.0,0.0,5.0,0,0,7.105571847507331,3.2965776920318604
0,,2024-07-30 15:11:49,sub_115,3,distance,cathedral,localisation_accuracy,1,15,pinknoise,,,pinknoise_7.wav,85.936025411242,30,-0.3893397692647165,1,RX81,2,0.0,0.0,3.0,0,0,4.700879765395895,4.199560165405273
0,,2024-07-30 15:11:55,sub_115,3,distance,cathedral,localisation_accuracy,1,16,pinknoise,,,pinknoise_1.wav,84.15988278255332,30,-0.355974049817287,0,RX81,1,0.0,0.0,2.0,0,0,2.457478005865103,4.2700676918029785
0,,2024-07-30 15:12:00,sub_115,3,distance,cathedral,localisation_accuracy,1,17,pinknoise,,,pinknoise_5.wav,87.57847786746653,30,0.011562783148163946,2,RX81,3,0.0,0.0,4.0,0,0,10.668621700879767,4.086937665939331
0,,2024-07-30 15:12:05,sub_115,3,distance,cathedral,localisation_accuracy,1,18,pinknoise,,,pinknoise_0.wav,91.81935041125769,30,-0.2754905093364993,8,RX81,9,0.0,0.0,10.0,0,0,11.504398826979473,4.172353267669678
0,,2024-07-30 15:12:10,sub_115,3,distance,cathedral,localisation_accuracy,1,19,pinknoise,,,pinknoise_4.wav,93.05904847575883,30,0.08308112162599568,10,RX81,11,0.0,0.0,12.0,0,0,12.325513196480939,3.937337875366211
0,,2024-07-30 15:12:16,sub_115,3,distance,cathedral,localisation_accuracy,1,20,pinknoise,,,pinknoise_0.wav,91.48196981867352,30,-0.15206333542820272,6,RX81,7,0.0,0.0,8.0,0,0,11.196480938416423,4.611200332641602
0,,2024-07-30 15:12:20,sub_115,3,distance,cathedral,localisation_accuracy,1,21,pinknoise,,,pinknoise_2.wav,89.0703932180281,30,-0.3231093452052879,4,RX81,5,0.0,0.0,6.0,0,0,9.304985337243403,2.98415470123291
0,,2024-07-30 15:12:25,sub_115,3,distance,cathedral,localisation_accuracy,1,22,pinknoise,,,pinknoise_2.wav,90.67297790419082,30,0.4776934899303189,5,RX81,6,0.0,0.0,7.0,0,0,10.609970674486805,3.2185661792755127
0,,2024-07-30 15:12:29,sub_115,3,distance,cathedral,localisation_accuracy,1,23,pinknoise,,,pinknoise_7.wav,91.85511208818994,30,0.3818186176897066,6,RX81,7,0.0,0.0,8.0,0,0,11.70967741935484,3.4754436016082764
0,,2024-07-30 15:12:34,sub_115,3,distance,cathedral,localisation_accuracy,1,24,pinknoise,,,pinknoise_0.wav,92.07962467982767,30,0.1035302882125525,9,RX81,10,0.0,0.0,11.0,0,0,12.413489736070382,3.2534356117248535
0,,2024-07-30 15:12:39,sub_115,3,distance,cathedral,localisation_accuracy,1,25,pinknoise,,,pinknoise_8.wav,89.4463363737441,30,0.17765403138855262,4,RX81,5,0.0,0.0,6.0,0,0,10.668621700879767,3.7667973041534424
