,event_id,timestamp,subject_id,session_index,plane,setup,task,block,trial_index,stim_type,headpose_offset_azi,headpose_offset_ele,stim_filename,stim_level,mgb_level,fluctuation,speaker_id,speaker_proc,speaker_chan,stim_azi,stim_ele,stim_dist,resp_azi,resp_ele,resp_dist,reaction_time
0,,2024-07-18 13:17:31,sub_114,3,distance,cathedral,localisation_accuracy,1,0,babble,,,babble-reversed_n13_p256-three-p318-one-p307-two-p284-nine-p268-four-p245-eight.wav,92.10214227388809,30,0.12294229907787846,8,RX81,9,0.0,0.0,10.0,0,0,9.906158357771261,5.233202219009399
0,,2024-07-18 13:17:35,sub_114,3,distance,cathedral,localisation_accuracy,1,1,babble,,,babble-reversed_n13_p229-two-p256-three-p318-eight-p284-five-p268-four-p245-one.wav,87.30296756074694,30,-0.38485089006898887,2,RX81,3,0.0,0.0,4.0,0,0,7.838709677419356,3.6256930828094482
0,,2024-07-18 13:17:40,sub_114,3,distance,cathedral,localisation_accuracy,1,2,babble,,,babble-reversed_n13_p229-eight-p256-nine-p318-four-p245-three-p268-five-p284-two.wav,92.33550593554685,30,0.46666932141199036,9,RX81,10,0.0,0.0,11.0,0,0,10.609970674486805,3.3850014209747314
0,,2024-07-18 13:17:44,sub_114,3,distance,cathedral,localisation_accuracy,1,3,babble,,,babble-reversed_n13_p318-three-p307-one-p256-five-p248-nine-p245-two-p284-eight.wav,84.21251443948415,30,-0.27856282488692086,0,RX81,1,0.0,0.0,2.0,0,0,3.8797653958944283,3.405967950820923
0,,2024-07-18 13:17:49,sub_114,3,distance,cathedral,localisation_accuracy,1,4,babble,,,babble-reversed_n13_p318-five-p229-three-p256-four-p268-eight-p248-one-p245-nine.wav,89.20409543743469,30,-0.14597479572776872,4,RX81,5,0.0,0.0,6.0,0,0,7.428152492668623,3.66572904586792
0,,2024-07-18 13:17:54,sub_114,3,distance,cathedral,localisation_accuracy,1,5,babble,,,babble-reversed_n13_p229-five-p256-three-p318-nine-p248-two-p284-four-p268-one.wav,93.03871568705709,30,0.05443077216294745,10,RX81,11,0.0,0.0,12.0,0,0,11.167155425219942,3.499713897705078
0,,2024-07-18 13:18:00,sub_114,3,distance,cathedral,localisation_accuracy,1,6,babble,,,babble-reversed_n13_p307-nine-p229-one-p256-eight-p248-four-p284-two-p268-three.wav,91.63218704299821,30,-0.14609963058167919,7,RX81,8,0.0,0.0,9.0,0,0,11.841642228739003,5.2027504444122314
0,,2024-07-18 13:18:05,sub_114,3,distance,cathedral,localisation_accuracy,1,7,babble,,,babble-reversed_n13_p229-one-p318-eight-p256-three-p268-two-p245-five-p248-nine.wav,91.73091369465739,30,0.2030669598327045,6,RX81,7,0.0,0.0,8.0,0,0,8.90909090909091,3.283705949783325
0,,2024-07-18 13:18:09,sub_114,3,distance,cathedral,localisation_accuracy,1,8,babble,,,babble-reversed_n13_p229-two-p256-three-p318-eight-p284-five-p268-four-p245-one.wav,90.25802289794227,30,-0.1191016054359324,5,RX81,6,0.0,0.0,7.0,0,0,10.844574780058652,2.9216067790985107
0,,2024-07-18 13:18:13,sub_114,3,distance,cathedral,localisation_accuracy,1,9,babble,,,babble-reversed_n13_p318-five-p229-four-p256-eight-p284-one-p245-three-p248-two.wav,86.14983373551809,30,-0.07894296288205038,1,RX81,2,0.0,0.0,3.0,0,0,5.2434017595307925,2.953587293624878
0,,2024-07-18 13:18:17,sub_114,3,distance,cathedral,localisation_accuracy,1,10,babble,,,babble-reversed_n13_p256-four-p307-eight-p318-two-p248-three-p284-nine-p268-one.wav,89.42261664608297,30,0.3921095627498822,3,RX81,4,0.0,0.0,5.0,0,0,7.765395894428153,2.922396421432495
0,,2024-07-18 13:18:20,sub_114,3,distance,cathedral,localisation_accuracy,1,11,babble,,,babble-reversed_n13_p256-eight-p229-three-p307-nine-p245-five-p248-four-p268-two.wav,92.25237568773026,30,0.34821550085331365,9,RX81,10,0.0,0.0,11.0,0,0,10.140762463343108,2.104792356491089
0,,2024-07-18 13:18:24,sub_114,3,distance,cathedral,localisation_accuracy,1,12,babble,,,babble-reversed_n13_p229-one-p318-nine-p256-four-p284-eight-p268-five-p245-two.wav,90.55402809551606,30,0.3054095706630424,5,RX81,6,0.0,0.0,7.0,0,0,11.914956011730206,2.4216597080230713
0,,2024-07-18 13:18:27,sub_114,3,distance,cathedral,localisation_accuracy,1,13,babble,,,babble-reversed_n13_p307-four-p318-three-p256-eight-p284-two-p245-nine-p248-five.wav,91.41164570243505,30,-0.4477584292451876,7,RX81,8,0.0,0.0,9.0,0,0,12.530791788856305,2.5798003673553467
0,,2024-07-18 13:18:31,sub_114,3,distance,cathedral,localisation_accuracy,1,14,babble,,,babble-reversed_n13_p307-four-p318-three-p256-eight-p284-two-p245-nine-p248-five.wav,92.2444238623929,30,0.3254215700442652,8,RX81,9,0.0,0.0,10.0,0,0,12.574780058651028,2.2352163791656494
0,,2024-07-18 13:18:33,sub_114,3,distance,cathedral,localisation_accuracy,1,15,babble,,,babble-reversed_n13_p229-five-p256-one-p318-three-p248-nine-p268-four-p284-eight.wav,89.51726481070966,30,0.27307524847973363,4,RX81,5,0.0,0.0,6.0,0,0,12.604105571847509,1.7654922008514404
0,,2024-07-18 13:18:38,sub_114,3,distance,cathedral,localisation_accuracy,1,16,babble,,,babble-reversed_n13_p256-four-p229-eight-p307-five-p248-three-p245-one-p284-two.wav,92.66077555130701,30,-0.473174193273572,10,RX81,11,0.0,0.0,12.0,0,0,11.519061583577713,3.0318453311920166
0,,2024-07-18 13:18:42,sub_114,3,distance,cathedral,localisation_accuracy,1,17,babble,,,babble-reversed_n13_p229-five-p318-three-p307-two-p245-four-p284-nine-p248-eight.wav,84.08033060101931,30,-0.4725977633456786,0,RX81,1,0.0,0.0,2.0,0,0,4.070381231671554,3.0467677116394043
0,,2024-07-18 13:18:46,sub_114,3,distance,cathedral,localisation_accuracy,1,18,babble,,,babble-reversed_n13_p307-five-p229-three-p318-nine-p245-four-p268-eight-p284-two.wav,91.25761413130775,30,-0.46853864235249,6,RX81,7,0.0,0.0,8.0,0,0,8.659824046920821,2.766326665878296
0,,2024-07-18 13:18:49,sub_114,3,distance,cathedral,localisation_accuracy,1,19,babble,,,babble-reversed_n13_p318-four-p256-five-p229-three-p284-one-p245-eight-p248-nine.wav,89.10018660660205,30,-0.06961191311130022,3,RX81,4,0.0,0.0,5.0,0,0,10.75659824046921,2.6553988456726074
0,,2024-07-18 13:18:53,sub_114,3,distance,cathedral,localisation_accuracy,1,20,babble,,,babble-reversed_n13_p256-nine-p307-four-p229-one-p284-three-p248-two-p245-five.wav,86.10044650202497,30,-0.1509287630636582,1,RX81,2,0.0,0.0,3.0,0,0,3.674486803519062,2.7497615814208984
0,,2024-07-18 13:18:57,sub_114,3,distance,cathedral,localisation_accuracy,1,21,babble,,,babble-reversed_n13_p229-three-p256-one-p307-two-p284-eight-p268-five-p248-nine.wav,87.66004651068553,30,0.1299414042532696,2,RX81,3,0.0,0.0,4.0,0,0,8.469208211143696,2.4187991619110107
0,,2024-07-18 13:19:00,sub_114,3,distance,cathedral,localisation_accuracy,1,22,babble,,,babble-reversed_n13_p229-three-p256-one-p307-two-p284-eight-p268-five-p248-nine.wav,93.12018172008173,30,0.16938683385679953,10,RX81,11,0.0,0.0,12.0,0,0,11.621700879765397,2.3602588176727295
0,,2024-07-18 13:19:04,sub_114,3,distance,cathedral,localisation_accuracy,1,23,babble,,,babble-reversed_n13_p307-two-p256-four-p318-three-p284-eight-p248-five-p245-nine.wav,91.82645819132674,30,-0.25149615163577954,9,RX81,10,0.0,0.0,11.0,0,0,12.574780058651028,2.3747870922088623
0,,2024-07-18 13:19:09,sub_114,3,distance,cathedral,localisation_accuracy,1,24,babble,,,babble-reversed_n13_p307-nine-p229-one-p256-eight-p248-four-p284-two-p268-three.wav,84.39720843951991,30,-0.005309991809700598,0,RX81,1,0.0,0.0,2.0,0,0,2.2815249266862176,3.6271674633026123
