,event_id,timestamp,subject_id,session_index,plane,setup,task,block,trial_index,stim_type,headpose_offset_azi,headpose_offset_ele,stim_filename,stim_level,mgb_level,fluctuation,speaker_id,speaker_proc,speaker_chan,stim_azi,stim_ele,stim_dist,resp_azi,resp_ele,resp_dist,reaction_time
0,,2024-07-17 15:10:06,sub_113,3,distance,cathedral,localisation_accuracy,1,0,babble,,,babble-reversed_n13_p307-two-p256-four-p318-three-p284-eight-p248-five-p245-nine.wav,86.48927751048228,30,0.42054256260450973,1,RX81,2,0.0,0.0,3.0,0,0,5.15542521994135,5.515148401260376
0,,2024-07-17 15:10:12,sub_113,3,distance,cathedral,localisation_accuracy,1,1,babble,,,babble-reversed_n13_p229-one-p318-nine-p256-four-p284-eight-p268-five-p245-two.wav,92.76283866624107,30,-0.3316136811097615,10,RX81,11,0.0,0.0,12.0,0,0,9.480938416422289,4.625829458236694
0,,2024-07-17 15:10:16,sub_113,3,distance,cathedral,localisation_accuracy,1,2,babble,,,babble-reversed_n13_p256-three-p318-one-p307-two-p284-nine-p268-four-p245-eight.wav,88.81828774994419,30,-0.4675415373563583,3,RX81,4,0.0,0.0,5.0,0,0,8.674486803519063,2.827932596206665
0,,2024-07-17 15:10:20,sub_113,3,distance,cathedral,localisation_accuracy,1,3,babble,,,babble-reversed_n13_p318-five-p256-nine-p307-two-p245-eight-p248-one-p284-four.wav,90.15963706570439,30,-0.25887925652984645,5,RX81,6,0.0,0.0,7.0,0,0,7.281524926686217,2.9931015968322754
0,,2024-07-17 15:10:24,sub_113,3,distance,cathedral,localisation_accuracy,1,4,babble,,,babble-reversed_n13_p318-nine-p307-eight-p229-two-p284-one-p248-three-p245-five.wav,91.90404916555764,30,0.45254115657862004,6,RX81,7,0.0,0.0,8.0,0,0,8.733137829912025,2.5622756481170654
0,,2024-07-17 15:10:29,sub_113,3,distance,cathedral,localisation_accuracy,1,5,babble,,,babble-reversed_n13_p318-three-p307-one-p256-five-p248-nine-p245-two-p284-eight.wav,87.2703493347408,30,-0.4314351045379261,2,RX81,3,0.0,0.0,4.0,0,0,9.319648093841643,3.998096466064453
0,,2024-07-17 15:10:33,sub_113,3,distance,cathedral,localisation_accuracy,1,6,babble,,,babble-reversed_n13_p229-three-p307-one-p318-two-p245-eight-p268-five-p284-four.wav,84.46173793357144,30,0.09075174434873656,0,RX81,1,0.0,0.0,2.0,0,0,5.111436950146628,3.093196392059326
0,,2024-07-17 15:10:37,sub_113,3,distance,cathedral,localisation_accuracy,1,7,babble,,,babble-reversed_n13_p229-three-p256-nine-p318-five-p248-one-p245-eight-p284-two.wav,91.8333282865845,30,0.13170754668368745,7,RX81,8,0.0,0.0,9.0,0,0,9.730205278592376,2.671626091003418
0,,2024-07-17 15:10:41,sub_113,3,distance,cathedral,localisation_accuracy,1,8,babble,,,babble-reversed_n13_p318-five-p256-nine-p307-eight-p248-two-p245-four-p284-three.wav,92.02856308663215,30,0.03158490012590709,9,RX81,10,0.0,0.0,11.0,0,0,11.196480938416423,2.6293535232543945
0,,2024-07-17 15:10:44,sub_113,3,distance,cathedral,localisation_accuracy,1,9,babble,,,babble-reversed_n13_p318-three-p307-one-p256-five-p248-nine-p245-two-p284-eight.wav,89.48151956116929,30,0.22494891113657378,4,RX81,5,0.0,0.0,6.0,0,0,10.126099706744869,2.1404294967651367
0,,2024-07-17 15:10:47,sub_113,3,distance,cathedral,localisation_accuracy,1,10,babble,,,babble-reversed_n13_p307-five-p229-three-p318-nine-p245-four-p268-eight-p284-two.wav,91.75427835014601,30,-0.3664238290881915,8,RX81,9,0.0,0.0,10.0,0,0,11.020527859237538,1.7637619972229004
0,,2024-07-17 15:10:50,sub_113,3,distance,cathedral,localisation_accuracy,1,11,babble,,,babble-reversed_n13_p229-two-p307-five-p318-four-p284-one-p248-nine-p268-eight.wav,87.36885025217106,30,-0.2905355798157502,2,RX81,3,0.0,0.0,4.0,0,0,7.340175953079179,2.5780422687530518
0,,2024-07-17 15:10:54,sub_113,3,distance,cathedral,localisation_accuracy,1,12,babble,,,babble-reversed_n13_p229-five-p256-one-p318-three-p248-nine-p268-four-p284-eight.wav,84.34542096237465,30,-0.08218148253810109,0,RX81,1,0.0,0.0,2.0,0,0,4.524926686217009,2.515401840209961
0,,2024-07-17 15:10:57,sub_113,3,distance,cathedral,localisation_accuracy,1,13,babble,,,babble-reversed_n13_p307-one-p318-five-p229-four-p268-eight-p284-two-p245-three.wav,88.93129538154815,30,-0.3086587889725133,3,RX81,4,0.0,0.0,5.0,0,0,6.592375366568916,2.1561293601989746
0,,2024-07-17 15:11:01,sub_113,3,distance,cathedral,localisation_accuracy,1,14,babble,,,babble-reversed_n13_p256-four-p229-two-p318-five-p268-one-p248-eight-p245-three.wav,90.53902625616806,30,0.2837505550289424,5,RX81,6,0.0,0.0,7.0,0,0,10.038123167155426,2.6414835453033447
0,,2024-07-17 15:11:05,sub_113,3,distance,cathedral,localisation_accuracy,1,15,babble,,,babble-reversed_n13_p229-three-p256-one-p307-two-p284-eight-p268-five-p248-nine.wav,86.12582996385754,30,-0.11395201703718227,1,RX81,2,0.0,0.0,3.0,0,0,3.777126099706745,2.834766149520874
0,,2024-07-17 15:11:08,sub_113,3,distance,cathedral,localisation_accuracy,1,16,babble,,,babble-reversed_n13_p307-nine-p318-two-p256-one-p245-three-p268-four-p248-eight.wav,91.43477091177115,30,-0.416271106815032,7,RX81,8,0.0,0.0,9.0,0,0,6.357771260997067,2.093536615371704
0,,2024-07-17 15:11:12,sub_113,3,distance,cathedral,localisation_accuracy,1,17,babble,,,babble-reversed_n13_p256-five-p229-one-p318-three-p248-nine-p284-eight-p268-two.wav,93.10642770732954,30,0.1499478524874771,10,RX81,11,0.0,0.0,12.0,0,0,10.18475073313783,2.857710123062134
0,,2024-07-17 15:11:15,sub_113,3,distance,cathedral,localisation_accuracy,1,18,babble,,,babble-reversed_n13_p229-nine-p307-five-p256-two-p248-three-p245-one-p268-eight.wav,91.80359752673172,30,0.30754861018297397,6,RX81,7,0.0,0.0,8.0,0,0,9.099706744868035,1.8557190895080566
